SCIENTIFIC_NAME	COMMON_NAME	SPECIES_CODE	CATEGORY	TAXON_ORDER	COM_NAME_CODES	SCI_NAME_CODES	BANDING_CODES	ORDER	FAMILY_COM_NAME	FAMILY_SCI_NAME	REPORT_AS	EXTINCT	EXTINCT_YEAR	FAMILY_CODE
Malurus sp.	fairywren sp.	fairyw1	spuh	17368	NA	NA	NA	Passeriformes	Fairywrens	Maluridae	NA	NA	NA	maluri1
Myza celebensis	Dark-eared Myza	daehon1	species	17370	DEMY	MYCE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myza sarasinorum	White-eared Myza	grshon1	species	17373	WEMY	MYSA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myza celebensis/sarasinorum	Dark-eared/White-eared Myza	y00887	slash	17377	WEMY DEMY	MYCE MYSA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Acanthorhynchus tenuirostris	Eastern Spinebill	easspi1	species	17378	EASP	ACTE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Acanthorhynchus superciliosus	Western Spinebill	wesspi1	species	17383	WESP	ACSU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Certhionyx variegatus	Pied Honeyeater	piehon1	species	17384	PIHO	CEVA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Pycnopygius ixoides	Plain Honeyeater	plahon1	species	17385	PLHO	PYIX	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Pycnopygius cinereus	Marbled Honeyeater	marhon1	species	17392	MAHO	PYCI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Pycnopygius stictocephalus	Streak-headed Honeyeater	sthhon1	species	17396	SHHO	PYST	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Prosthemadera novaeseelandiae	Tui	tui1	species	17397	TUI	PRNO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Anthornis melanura	New Zealand Bellbird	nezbel1	species	17401	BELL NZBE	ANME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Prosthemadera novaeseelandiae/Anthornis melanura	Tui/New Zealand Bellbird	y00407	slash	17405	BELL TUI NZBE	PRNO ANME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Anthornis melanocephala	Chatham Island Bellbird	chibel1	species	17406	CIBE CHBE	ANME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	TRUE	1906	meliph3
Meliphaga aruensis	Puff-backed Honeyeater	pubhon1	species	17407	PBHO	MEAR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Meliphaga notata	Yellow-spotted Honeyeater	yeshon1	species	17410	YSHO	MENO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Meliphaga lewinii	Lewin's Honeyeater	lewhon1	species	17413	LEHO	MELE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Territornis reticulata	Streak-breasted Honeyeater	stbhon3	species	17417	SBHO	TERE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Territornis fordiana	Kimberley Honeyeater	kimhon1	species	17418	KIHO	TEFO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Territornis albilineata	White-lined Honeyeater	whlhon1	species	17419	WLHO	TEAL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Oreornis chrysogenys	Orange-cheeked Honeyeater	orchon1	species	17420	OCHO	ORCH	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis montanus	Forest Honeyeater	forhon1	species	17421	FOHO	MIMO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis mimikae	Mottled Honeyeater	spbmel1	species	17428	MBHO MOHO	MIMI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis flavirictus	Yellow-gaped Honeyeater	yeghon1	species	17433	YGHO	MIFL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis orientalis	Mountain Honeyeater	moumel1	species	17436	HFHO MOHO	MIOR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis albonotatus	Scrub Honeyeater	scrhon1	species	17440	SCHO	MIAL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis analogus	Mimic Honeyeater	mimhon1	species	17443	MIHO	MIAN	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis vicina	Tagula Honeyeater	taghon1	species	17449	TAHO	MIVI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis gracilis	Graceful Honeyeater	grahon2	species	17450	GRHO	MIGR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis imitatrix	Cryptic Honeyeater	grahon5	species	17451	CRHO IMHO	MIIM	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis cinereifrons	Elegant Honeyeater	grahon3	species	17452	ELHO	MICI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Microptilotis gracilis/cinereifrons	Graceful/Elegant Honeyeater	grahon1	slash	17455	ELHO GRHO	MICI MIGR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Meliphaga/Territornis/Microptilotis sp.	Meliphaga/Territornis/Microptilotis sp.	meliph1	spuh	17456	NA	NA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Stomiopera flava	Yellow Honeyeater	yelhon1	species	17457	YEHO	STFL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Stomiopera unicolor	White-gaped Honeyeater	whghon1	species	17460	WGHO	STUN	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Purnella albifrons	White-fronted Honeyeater	whfhon1	species	17461	WFHO	PUAL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Caligavis chrysops	Yellow-faced Honeyeater	yefhon1	species	17462	YFHO	CACH	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Caligavis subfrenata	Black-throated Honeyeater	blthon1	species	17466	BTHO	CASU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Caligavis obscura	Obscure Honeyeater	obshon1	species	17471	OBHO	CAOB	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Lichenostomus melanops	Yellow-tufted Honeyeater	yethon3	species	17474	YTHO	LIME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Lichenostomus melanops melanops/meltoni	Yellow-tufted Honeyeater (Yellow-tufted)	yethon4	issf	17475	YTHO	LIME	NA	Passeriformes	Honeyeaters	Meliphagidae	yethon3	NA	NA	meliph3
Lichenostomus melanops cassidix	Yellow-tufted Honeyeater (Helmeted)	yethon5	issf	17478	YTHO	LIME	NA	Passeriformes	Honeyeaters	Meliphagidae	yethon3	NA	NA	meliph3
Lichenostomus cratitius	Purple-gaped Honeyeater	pughon1	species	17479	PGHO	LICR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Manorina melanophrys	Bell Miner	belmin1	species	17482	BEMI	MAME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Manorina melanocephala	Noisy Miner	noimin1	species	17483	NOMI	MAME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Manorina flavigula	Yellow-throated Miner	yetmin1	species	17488	YTMI	MAFL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Manorina melanotis	Black-eared Miner	blemin1	species	17494	BEMI	MAME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Manorina flavigula x melanotis	Yellow-throated x Black-eared Miner (hybrid)	x00741	hybrid	17495	BEMI YTMI	MAFL MAME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Manorina sp.	miner sp. (Manorina sp.)	miner2	spuh	17496	NA	NA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melionyx fuscus	Sooty Honeyeater	soomel1	species	17497	SOHO SOME	MEFU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melionyx nouhuysi	Short-bearded Honeyeater	shbmel1	species	17500	SBHO SBME	MENO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melionyx princeps	Long-bearded Honeyeater	lobmel1	species	17501	LBME LBHO	MEPR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes torquatus	Ornate Melidectes	ornmel1	species	17502	ORME ORHO	METO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes ochromelas	Cinnamon-browed Melidectes	cibmel1	species	17509	CBME CBHO	MEOC	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes leucostephes	Vogelkop Melidectes	vogmel1	species	17513	VOHO VOME	MELE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes foersteri	Huon Melidectes	huomel1	species	17514	HUHO HUME	MEFO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes belfordi	Belford's Melidectes	belmel1	species	17515	BEME BEHO	MEBE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes rufocrissalis	Yellow-browed Melidectes	yebmel1	species	17521	YBME YBHO	MERU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes belfordi x rufocrissalis	Belford's x Yellow-browed Melidectes (hybrid)	x00742	hybrid	17524	YBME YBHO BEME BEHO	MERU MEBE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes belfordi/rufocrissalis	Belford's/Yellow-browed Melidectes	y01063	slash	17525	YBME YBHO BEME BEHO	MERU MEBE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melidectes sp.	melidectes sp.	melide1	spuh	17526	NA	NA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Bolemoreus frenatus	Bridled Honeyeater	brihon1	species	17527	BRHO	BOFR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Bolemoreus hindwoodi	Eungella Honeyeater	eunhon1	species	17528	EUHO	BOHI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Acanthagenys rufogularis	Spiny-cheeked Honeyeater	spchon1	species	17529	SCHO	ACRU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Anthochaera chrysoptera	Little Wattlebird	bruwat1	species	17530	LIWA	ANCH	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Anthochaera lunulata	Western Wattlebird	litwat1	species	17534	WEWA	ANLU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Anthochaera phrygia	Regent Honeyeater	reghon1	species	17535	REHO	ANPH	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Anthochaera carunculata	Red Wattlebird	redwat1	species	17536	REWA	ANCA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Anthochaera paradoxa	Yellow Wattlebird	yelwat1	species	17540	YEWA	ANPA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Anthochaera sp.	wattlebird sp.	wattle1	spuh	17543	NA	NA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Gavicalis versicolor	Varied Honeyeater	varhon1	species	17544	VAHO	GAVE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Gavicalis fasciogularis	Mangrove Honeyeater	manhon1	species	17549	MAHO	GAFA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Gavicalis virescens	Singing Honeyeater	sinhon1	species	17550	SIHO	GAVI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Gavicalis sp.	Gavicalis sp.	gavica1	spuh	17555	NA	NA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptilotula ornata	Yellow-plumed Honeyeater	yephon1	species	17556	YPHO	PTOR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptilotula penicillata	White-plumed Honeyeater	whphon1	species	17557	WPHO	PTPE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptilotula flavescens	Yellow-tinted Honeyeater	yethon2	species	17562	YTHO	PTFL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptilotula fusca	Fuscous Honeyeater	fushon1	species	17565	FUHO	PTFU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptilotula keartlandi	Gray-headed Honeyeater	gyhhon1	species	17568	GHHO	PTKE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptilotula plumula	Gray-fronted Honeyeater	gyfhon1	species	17569	GFHO	PTPL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Stresemannia bougainvillei	Bougainville Honeyeater	bouhon1	species	17573	BOHO	STBO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ramsayornis modestus	Brown-backed Honeyeater	brbhon1	species	17574	BBHO	RAMO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ramsayornis fasciatus	Bar-breasted Honeyeater	babhon1	species	17575	BBHO	RAFA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Conopophila albogularis	Rufous-banded Honeyeater	rubhon2	species	17576	RBHO	COAL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Conopophila rufogularis	Rufous-throated Honeyeater	ruthon1	species	17579	RTHO	CORU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Conopophila whitei	Gray Honeyeater	gryhon1	species	17580	GRHO	COWH	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ashbyia lovensis	Gibber Chat	descha1	species	17581	GICH GIBB	ASLO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Epthianura crocea	Yellow Chat	yelcha1	species	17582	YECH	EPCR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Epthianura tricolor	Crimson Chat	cricha1	species	17586	CRCH	EPTR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Epthianura aurifrons	Orange Chat	oracha1	species	17587	ORCH	EPAU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Epthianura albifrons	White-fronted Chat	whfcha1	species	17588	WFCH	EPAL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melipotes gymnops	Arfak Honeyeater	arfhon1	species	17589	ARHO	MEGY	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melipotes fumigatus	Smoky Honeyeater	smohon1	species	17590	CSHO SMHO	MEFU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melipotes carolae	Foja Honeyeater	washon1	species	17594	FOHO WSHO	MECA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melipotes ater	Spangled Honeyeater	spahon1	species	17595	SPHO	MEAT	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melipotes sp.	Melipotes sp.	melipo1	spuh	17596	NA	NA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Macgregoria pulchra	Macgregor's Honeyeater	machon3	species	17597	MAHO	MAPU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Melilestes megarhynchus	Long-billed Honeyeater	lobhon2	species	17600	LBHO	MEME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Timeliopsis fulvigula	Olive Straightbill	olistr1	species	17605	OLST	TIFU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Timeliopsis griseigula	Tawny Straightbill	tawstr1	species	17610	TAST	TIGR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Sugomel nigrum	Black Honeyeater	blahon1	species	17613	BLHO	SUNI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Vosea whitemanensis	Bismarck Honeyeater	bismel1	species	17614	GIHO BIHO	VOWH	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela blasii	Seram Myzomela	sermyz1	species	17615	SEMY DRMY	MYBL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela albigula	White-chinned Myzomela	whcmyz1	species	17616	WCMY	MYAL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela eques	Ruby-throated Myzomela	retmyz1	species	17619	RTMY	MYEQ	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela cineracea	Ashy Myzomela	ashmyz1	species	17624	ASMY	MYCI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela obscura	Dusky Myzomela	dusmyz1	species	17625	DUHO DTMY DUMY DBMY	MYOB	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela obscura simplex/mortyana	Dusky Myzomela (Moluccan)	dusmyz4	issf	17626	DUHO MOMY DTMY DBMY DUMY	MYOB	NA	Passeriformes	Honeyeaters	Meliphagidae	dusmyz1	NA	NA	meliph3
Myzomela obscura rubrotincta	Dusky Myzomela (Obi)	dusmyz3	issf	17629	DUHO RTMY DTMY DBMY DUMY	MYOB	NA	Passeriformes	Honeyeaters	Meliphagidae	dusmyz1	NA	NA	meliph3
Myzomela obscura rubrobrunnea	Dusky Myzomela (Red-brown)	dusmyz2	issf	17630	DUHO BIMY DTMY DBMY DUMY	MYOB	NA	Passeriformes	Honeyeaters	Meliphagidae	dusmyz1	NA	NA	meliph3
Myzomela obscura [obscura Group]	Dusky Myzomela (Dusky)	dusmyz5	issf	17631	DUHO DTMY DUMY DBMY	MYOB	NA	Passeriformes	Honeyeaters	Meliphagidae	dusmyz1	NA	NA	meliph3
Myzomela cruentata	Red Myzomela	redmyz1	species	17636	REMY	MYCR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela cruentata cruentata/coccinea	Red Myzomela (Red)	redmyz2	issf	17637	REMY	MYCR	NA	Passeriformes	Honeyeaters	Meliphagidae	redmyz1	NA	NA	meliph3
Myzomela cruentata [erythrina Group]	Red Myzomela (Reddish)	redmyz3	issf	17640	REMY	MYCR	NA	Passeriformes	Honeyeaters	Meliphagidae	redmyz1	NA	NA	meliph3
Myzomela nigrita	Papuan Black Myzomela	blamyz1	species	17645	PBMY	MYNI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela pulchella	New Ireland Myzomela	neimyz1	species	17652	NIMY	MYPU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela prawiradilagae	Alor Myzomela	alomyz1	species	17653	ALMY	MYPR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela kuehni	Crimson-hooded Myzomela	crhmyz1	species	17654	WEMY CHMY	MYKU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela erythrocephala	Red-headed Myzomela	rehmyz1	species	17655	RHMY RHHO	MYER	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela dammermani	Sumba Myzomela	summyz1	species	17658	SUMY	MYDA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela irianawidodoae	Rote Myzomela	rotmyz2	species	17659	SUMY ROMY	MYIR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela adolphinae	Elfin Myzomela	moumyz1	species	17660	MOMY ELMY	MYAD	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela chloroptera	Sulawesi Myzomela	sulmyz1	species	17661	SUMY	MYCH	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela batjanensis	Bacan Myzomela	sulmyz3	species	17666	SUMY BAMY	MYBA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela wahe	Taliabu Myzomela	talmyz1	species	17667	TAMY	MYWA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela wakoloensis	Wakolo Myzomela	wakmyz1	species	17668	WAMY	MYWA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela wakoloensis elisabethae	Wakolo Myzomela (Seram)	wakmyz2	issf	17669	WAMY	MYWA	NA	Passeriformes	Honeyeaters	Meliphagidae	wakmyz1	NA	NA	meliph3
Myzomela wakoloensis wakoloensis	Wakolo Myzomela (Buru)	wakmyz3	issf	17670	WAMY	MYWA	NA	Passeriformes	Honeyeaters	Meliphagidae	wakmyz1	NA	NA	meliph3
Myzomela boiei	Banda Myzomela	banmyz1	species	17671	BAMY	MYBO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela caledonica	New Caledonian Myzomela	necmyz1	species	17674	NCMY	MYCA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela sanguinolenta	Scarlet Myzomela	scamyz1	species	17675	SCHO SCMY	MYSA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela rubratra	Micronesian Myzomela	micmyz1	species	17676	MIMY	MYRU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela cardinalis	Cardinal Myzomela	carmyz1	species	17684	CAMY	MYCA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela cardinalis lifuensis	Cardinal Myzomela (Loyalty)	carmyz2	issf	17685	CAMY	MYCA	NA	Passeriformes	Honeyeaters	Meliphagidae	carmyz1	NA	NA	meliph3
Myzomela cardinalis [cardinalis Group]	Cardinal Myzomela (Cardinal)	carmyz3	issf	17686	CAMY	MYCA	NA	Passeriformes	Honeyeaters	Meliphagidae	carmyz1	NA	NA	meliph3
Myzomela nigriventris	Samoan Myzomela	carmyz4	species	17693	SAMY CAMY	MYNI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela chermesina	Rotuma Myzomela	rotmyz1	species	17694	ROMY	MYCH	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela sclateri	Sclater's Myzomela	scbmyz1	species	17695	SCMY	MYSC	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela pammelaena	Bismarck Black Myzomela	ebomyz1	species	17696	BBMY	MYPA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela lafargei	Scarlet-naped Myzomela	scnmyz1	species	17702	SNMY RCMY	MYLA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela eichhorni	Yellow-vented Myzomela	yevmyz1	species	17703	CRMY YVMY	MYEI	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela malaitae	Red-bellied Myzomela	rebmyz1	species	17707	RVMY RBMY MAMY	MYMA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela melanocephala	Black-headed Myzomela	blhmyz1	species	17708	BHMY	MYME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela tristrami	Sooty Myzomela	soomyz1	species	17709	SOMY	MYTR	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela jugularis	Orange-breasted Myzomela	orbmyz1	species	17710	SBMY OBMY	MYJU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela erythromelas	Black-bellied Myzomela	blbmyz1	species	17711	BBMY	MYER	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela vulnerata	Black-breasted Myzomela	bkbmyz1	species	17712	BBMY	MYVU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela rosenbergii	Red-collared Myzomela	recmyz1	species	17713	RCBM RCMY	MYRO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela longirostris	Long-billed Myzomela	recmyz3	species	17716	LBMY RCMY	MYLO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Myzomela sp.	myzomela sp.	myzome1	spuh	17717	NA	NA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Gliciphila undulata	Barred Honeyeater	barhon2	species	17718	BAHO	GLUN	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Gliciphila melanops	Tawny-crowned Honeyeater	tachon1	species	17719	TCHO	GLME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Gliciphila notabilis	Vanuatu Honeyeater	nehhon1	species	17722	VAHO WBHO	GLNO	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Glycichaera fallax	Green-backed Honeyeater	grbhon1	species	17725	GBHO	GLFA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptiloprora plumbea	Leaden Honeyeater	leahon1	species	17730	LEHO	PTPL	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptiloprora meekiana	Yellow-streaked Honeyeater	olshon1	species	17733	YSHO	PTME	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptiloprora erythropleura	Rufous-sided Honeyeater	rushon1	species	17736	RSHO	PTER	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptiloprora mayri	Mayr's Honeyeater	mayhon1	species	17739	MAHO	PTMA	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptiloprora guisei	Rufous-backed Honeyeater	rubhon1	species	17742	RBHO	PTGU	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Ptiloprora perstriata	Gray-streaked Honeyeater	blbhon1	species	17743	GSHO	PTPE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
Cissomela pectoralis	Banded Honeyeater	banhon1	species	17747	BAHO	CIPE	NA	Passeriformes	Honeyeaters	Meliphagidae	NA	NA	NA	meliph3
